bigram_Words,count
traditionally high,2
harvesting reduce,2
bespoke space,2
space financial,2
service management,2
management inter,2
inter generational,2
generational wealth,2
transfer empowered,2
affordable accessible,2
accessible tool,2
expert technical,2
infrastructure traditionally,2
traditionally required,2
required generation,2
expertise directly,2
directly competing,2
competing traditional,2
mass bespoke,2
service traditional,2
marketplace scenario,2
tool establish,2
establish solid,2
record continue,2
develop service,2
offering encompass,2
encompass functionality,2
functionality desired,2
desired mass,2
segment traditional,2
manager find,2
find market,2
share eroding,2
eroding growing,2
number mass,2
customer defect,2
defect lower,2
cost automated,2
automated option,2
option traditional,2
manager forced,2
automated solution,2
solution accepting,2
accepting lower,2
margin move,2
upstream higher,2
higher worth,2
worth client,2
client seeking,2
seeking highly,2
personalised experience,2
experience case,2
study cheaper,2
upstream steal,2
individual intensifying,2
intensifying competition,2
competition improving,2
improving service,2
offered customer,2
ultra hnwmass,2
hnwmass digital,2
launched december,2
december wealthfront,2
wealthfront offer,2
offer automated,2
service consists,2
consists managing,2
managing diversified,2
diversified continually,2
continually rebalanced,2
rebalanced portfolio,2
portfolio fund,2
fund tax,2
harvesting fully,2
algorithm traditional,2
company minimum,2
account size,2
small fee,2
fee extremely,2
low reduces,2
reduces hurdle,2
hurdle entry,2
entry millennial,2
millennial generation,2
generation inception,2
inception wealthfront,2
wealthfront penetrated,2
penetrated millennial,2
millennial customer,2
customer gather,2
gather billion,2
management three,2
year scenario,2
trust awareness,2
awareness market,2
market entrant,2
entrant player,2
cater sufficient,2
sufficient portion,2
portion customer,2
customer replace,2
better educated,2
educated choice,2
choice based,2
based holistic,2
financial situation,2
situation potential,2
market size,2
size customer,2
mass consumer,2
service suit,2
suit respective,2
respective access,2
access personalised,2
personalised sophisticated,2
price extended,2
extended service,2
upstream increased,2
wealth opportunity,2
revenue margin,2
pressure mass,2
market eroded,2
eroded intensified,2
competition high,2
upstream competition,2
pricing advisory,2
service adjust,2
adjust shift,2
fee passive,2
opportunity lack,2
lack personal,2
customer irrational,2
irrational financial,2
financial choice,2
choice extreme,2
extreme situation,2
situation market,2
market crash,2
crash risk,2
risk receiving,2
receiving sufficient,2
offer suitably,2
suitably customised,2
customised portfolio,2
portfolio shift,2
shift passive,2
investment increase,2
volatility amplify,2
amplify loss,2
loss extreme,2
extreme event,2
event potential,2
impact retail,2
sell wealth,2
product reduced,2
manager narrative,2
commoditise large,2
portion wealth,2
transaction automating,2
automating standardised,2
standardised activity,2
allocation high,2
harvesting demand,2
demand person,2
interaction specialised,2
specialised transaction,2
transaction continues,2
continues exist,2
exist customer,2
segment spectrum,2
spectrum order,2
competitive automated,2
wealth institution,2
adopt develop,2
automated functionality,2
functionality return,2
return free,2
capacity person,2
person wealth,2
wealth advisor,2
advisor leveraging,2
leveraging freed,2
capacity wealth,2
manager offer,2
offer specialised,2
specialised high,2
base improving,2
improving quality,2
service received,2
received customer,2
customer case,2
study automated,2
commoditise service,2
service considered,2
considered high,2
high reduce,2
concierge expand,2
expand provide,2
provide specialty,2
specialty area,2
area intergenerational,2
intergenerational wealth,2
transfer incumbent,2
adopt improved,2
improved automation,2
automation traditional,2
manager free,2
capacity expand,2
base bespoke,2
service facing,2
facing threat,2
threat automated,2
service wealthfront,2
wealthfront charles,2
schwab announced,2
announced launch,2
launch automated,2
service intelligent,2
based etf,2
etf featuring,2
featuring competitive,2
competitive capability,2
capability automatic,2
automatic rebalancing,2
rebalancing tax,2
harvesting charge,2
charge low,2
low minimum,2
account threshold,2
threshold investment,2
manager condition,2
acquire implement,2
implement capability,2
capability comfortable,2
comfortable partnering,2
partnering automated,2
incumbent identify,2
deliver high,2
delivered personal,2
relationship opportunity,2
opportunity leverage,2
leverage freed,2
capacity automation,2
automation serve,2
serve client,2
scale automated,2
offering market,2
market developed,2
developed reduced,2
reduced price,2
price commoditised,2
commoditised service,2
access differentiated,2
pressure differentiate,2
today market,2
structure remain,2
remain existing,2
player evolve,2
evolve increased,2
focus price,2
price differentiation,2
differentiation opportunity,2
find additional,2
personal offering,2
offering valuable,2
valuable eroding,2
eroding institution,2
institution proposition,2
proposition incumbent,2
risk transform,2
transform workforce,2
workforce adopt,2
adopt business,2
model evolution,2
evolution mass,2
affluent focused,2
focused institution,2
offer bespoke,2
pressure upstream,2
upstream institution,2
institution risk,2
expert narrative,2
impact advent,2
advent online,2
online discount,2
brokerage ability,2
ability individual,2
investor develop,2
sophisticated strategy,2
strategy participate,2
participate investment,2
activity grown,2
grown continuously,2
continuously generation,2
generation tool,2
tool retail,2
leveraging advanced,2
algorithm visualisation,2
visualisation cloud,2
computing eliminate,2
eliminate traditional,2
traditional barrier,2
barrier programming,2
programming skill,2
skill innovation,2
innovation narrowing,2
narrowing gap,2
gap individual,2
individual professional,2
investor facilitating,2
facilitating emergence,2
emergence marketplace,2
marketplace trading,2
strategy algorithm,2
algorithm enabling,2
enabling empowered,2
empowered individual,2
individual steal,2
manager case,2
study generation,2
investor sophisticated,2
manager aspect,2
aspect market,2
market active,2
active retail,2
management experience,2
experience margin,2
compression traditional,2
marketplace quantopian,2
quantopian allows,2
allows sophisticated,2
execute algorithmic,2
strategy limited,2
limited development,2
development knowledge,2
infrastructure manage,2
manage investor,2
investment fee,2
fee estimize,2
estimize gather,2
gather stock,2
performance opinion,2
opinion professional,2
professional individual,2
investor buy,2
side create,2
create price,2
price estimate,2
estimate mimic,2
mimic market,2
reaction relying,2
relying sell,2
analyst investment,2
expert condition,2
sufficient track,2
performance investment,2
expert gain,2
trust overcome,2
overcome reputational,2
reputational barrier,2
barrier competitive,2
proposition offered,2
offered investment,2
expert term,2
term return,2
cost regulatory,2
control ensure,2
ensure accountability,2
accountability disclosure,2
disclosure standard,2
standard well,2
understood party,2
party room,2
room misalignment,2
misalignment interest,2
interest incumbent,2
incumbent advisor,2
advisor reduced,2
reduced increased,2
competition access,2
diverse investment,2
strategy lower,2
ability expand,2
financial knowledge,2
knowledge opportunity,2
ecosystem creation,2
creation prosumer,2
prosumer environment,2
environment consumer,2
consumer participate,2
participate production,2
production increased,2
increased churn,2
churn entry,2
entry exit,2
exit investment,2
advisory role,2
role individual,2
individual expert,2
expert opportunity,2
risk sophisticated,2
sophisticated customer,2
customer overlooking,2
overlooking tail,2
tail risk,2
associated seemingly,2
seemingly well,2
well performing,2
performing investment,2
strategy interest,2
interest marketplace,2
marketplace platform,2
platform aligned,2
interest investor,2
investor making,2
making easier,2
easier fraudulent,2
fraudulent behaviour,2
behaviour investment,2
expert customer,2
customer feel,2
feel overly,2
overly confident,2
confident lose,2
lose long,2
term view,2
view investment,2
portfolio unsuitable,2
unsuitable lower,2
lower tolerance,2
tolerance short,2
term poor,2
poor performance,2
performance customer,2
switch frequently,2
frequently investment,2
strategy leading,2
leading suboptimal,2
suboptimal return,2
return incentivising,2
incentivising bad,2
bad behaviour,2
behaviour advisor,2
advisor risk,2
risk erosion,2
expert diy,2
diy customer,2
customer develop,2
develop differentiated,2
offering individual,2
expert increased,2
reliance brand,2
brand differentiator,2
differentiator investment,2
institution decoupling,2
decoupling advisory,2
switch automated,2
advisor streamlined,2
streamlined cost,2
effective advisory,2
model distributing,2
distributing financial,2
institution wealth,2
effective eroding,2
eroding advantage,2
scale traditional,2
manager scale,2
based advantage,2
advantage erode,2
erode manual,2
automated virtual,2
channel utilised,2
utilised core,2
core infrastructure,2
cost entrant,2
competition commoditising,2
force generated,2
generated entrant,2
entrant segment,2
service profitable,2
profitable traditional,2
manager intensify,2
manager distribute,2
channel change,2
change distribution,2
strategy entrant,2
providing automated,2
automated digital,2
solution erode,2
base differentiated,2
provided traditional,2
manager remain,2
remain difficult,2
difficult automate,2
automate replicate,2
replicate entrant,2
entrant key,2
manager scenario,2
expert safe,2
entrant compete,2
compete mass,2
deposit retail,2
bank relationship,2
relationship competition,2
competition intensifies,2
intensifies traditional,2
player relationship,2
driven high,2
high ultra,2
ultra net,2
market role,2
role person,2
person manager,2
critical retail,2
deposit wealth,2
lower threshold,2
threshold entry,2
entry empowering,2
empowering retail,2
bank retail,2
meet wealth,2
customer automated,2
service organisational,2
organisational change,2
player face,2
today traditional,2
institution capture,2
lifecycle younger,2
younger mass,2
customer enter,2
enter wealth,2
market earlier,2
earlier automated,2
advisor benchmarking,2
benchmarking challenge,2
challenge benchmarking,2
benchmarking performance,2
performance traditional,2
difficult distributed,2
distributed constantly,2
constantly changing,2
changing group,2
group prosumers,2
prosumers source,2
competition brand,2
brand trust,2
trust competing,2
competing prosumers,2
prosumers generate,2
generate return,2
institution brand,2
brand customer,2
trust critical,2
critical differentiator,2
differentiator traditional,2
manager change,2
change competitive,2
competitive workforce,2
workforce strategy,2
strategy emerging,2
platform empower,2
empower sophisticated,2
individual compete,2
directly professional,2
investor implication,2
ecosystem executive,2
innovation process,2
business operation,2
operation breed,2
provider highly,2
flexible platform,2
typically based,2
based cloud,2
cloud provide,2
efficiency level,2
level process,2
sophistication excellence,2
excellence future,2
provider externalise,2
consolidate process,2
capability core,2
provider enable,2
enable small,2
organisation better,2
better compete,2
incumbent providing,2
process unreachable,2
unreachable lack,2
scale external,2
provider consolidate,2
consolidate regulatory,2
compliance capability,2
opportunity centralise,2
centralise communication,2
agency improve,2
implication exploring,2
exploring option,2
option externalise,2
externalise large,2
number redundant,2
redundant process,2
institution firm,2
firm benefit,2
benefit efficiency,2
gain increased,2
increased sophistication,2
sophistication financial,2
consider capability,2
capability continue,2
continue focus,2
focus source,2
advantage investment,2
management institution,2
business today,2
today facing,2
facing pressure,2
pressure investment,2
today decade,2
decade externalisation,2
process finance,2
finance major,2
major trend,2
industry drive,2
excellence despite,2
despite trend,2
trend process,2
monitoring regulatory,2
management continue,2
continue perceived,2
perceived mission,2
mission critical,2
critical competitive,2
competitive differentiator,2
differentiator remained,2
remained house,2
house evolution,2
evolution landscape,2
landscape impacting,2
impacting core,2
faced institution,2
institution notion,2
notion core,2
core internal,2
internal process,2
process change,2
change external,2
emerge ability,2
ability complete,2
complete process,2
process efficiently,2
efficiently sophistication,2
sophistication individual,2
access collect,2
collect market,2
data considered,2
considered critical,2
critical internal,2
internal competency,2
competency equity,2
firm external,2
standardised comprehensive,2
data bloomberg,2
bloomberg thomson,2
reuters number,2
number issue,2
issue arising,2
arising impact,2
impact institution,2
ability excel,2
excel today,2
today core,2
process increased,2
burden result,2
result financial,2
crisis dodd,2
frank introduction,2
introduction stricter,2
stricter compliance,2
requirement anti,2
laundering large,2
amount institution,2
institution capacity,2
capacity legacy,2
process system,2
built based,2
physical computing,2
computing environment,2
continue limit,2
limit institution,2
institution flexibility,2
agility adapting,2
adapting rapidly,2
condition continuously,2
continuously evolving,2
evolving regulatory,2
requirement data,2
management compliance,2
compliance finance,2
finance core,2
process remaining,2
remaining house,2
house core,2
process typically,2
typically externalised,2
externalised capacity,2
constraint lost,2
lost capacity,2
capacity update,2
update maintenance,2
maintenance limit,2
limit ability,2
ability invest,2
invest core,2
cost maintenance,2
maintenance updating,2
technology costly,2
consuming limited,2
agility timely,2
timely update,2
technology limited,2
limited cost,2
required inconsistency,2
inconsistency fragmented,2
fragmented local,2
local legacy,2
technology impede,2
impede connectivity,2
connectivity organisation,2
organisation scale,2
driven barrier,2
barrier sophistication,2
sophistication capability,2
capability feasible,2
feasible institution,2
institution scale,2
size complexity,2
complexity inflexible,2
inflexible system,2
designed market,2
market environment,2
environment result,2
complexity adapt,2
adapt current,2
current environment,2
environment breed,2
built technology,2
technology philosophy,2
philosophy web,2
web investment,2
innovation enabling,2
enabling breed,2
externalisation common,2
common model,2
model breed,2
full externalisation,2
externalisation entire,2
entire capability,2
including automated,2
automated manual,2
service institution,2
institution minimise,2
minimise infrastructure,2
investment required,2
required technology,2
time database,2
database expert,2
expert system,2
system leverage,2
leverage automation,2
automation help,2
complete task,2
task faster,2
faster fewer,2
resource facilitate,2
facilitate institution,2
institution work,2
work share,2
capability easily,2
easily integrate,2
integrate provider,2
provider constructing,2
constructing legal,2
legal technical,2
technical standard,2
standard vehicle,2
vehicle platform,2
service capability,2
sharing advanced,2
analytics cloud,2
computing natural,2
language leverage,2
leverage cloud,2
cloud technology,2
sharing streamline,2
streamline implementation,2
implementation maintenance,2
maintenance process,2
time processing,2
processing utilise,2
utilise advanced,2
power algorithm,2
algorithm analytical,2
analytical model,2
model automate,2
automate existing,2
existing manual,2
provide level,2
sophistication integrate,2
integrate natural,2
language technology,2
process intuitive,2
intuitive user,2
user reducing,2
reducing deep,2
deep technical,2
technical background,2
background capability,2
externalisation effectively,2
effectively resolve,2
resolve key,2
point experienced,2
experienced today,2
today investment,2
externalisation analysis,2
execution monitoring,2
risk compliancedata,2
compliancedata collection,2
collection current,2
point example,2
example external,2
provider benefit,2
benefit offered,2
offered external,2
provider illustrative,2
illustrative transformative,2
potential process,2
capability collection,2
source required,2
asset processing,2
processing disparate,2
disparate format,2
format required,2
required reliance,2
manual modelling,2
modelling leading,2
leading human,2
error lengthy,2
lengthy turnaround,2
turnaround time,2
time capacity,2
constraint support,2
support prudent,2
prudent decision,2
making trading,2
strategy start,2
start hypothesis,2
hypothesis requiring,2
requiring trial,2
trial error,2
process increasingly,2
increasingly dynamic,2
dynamic complex,2
complex trading,2
trading landscape,2
landscape requires,2
requires increased,2
increased cost,2
cost achieve,2
achieve best,2
monitored post,2
trade batch,2
batch process,2
process focusing,2
focusing coping,2
coping erroneous,2
erroneous behaviour,2
behaviour preventing,2
preventing risk,2
modelling analysis,2
conducted middle,2
function periodic,2
periodic reporting,2
reporting front,2
office limiting,2
limiting visibility,2
visibility risk,2
time constantly,2
constantly evolving,2
evolving regulation,2
regulation geography,2
geography resource,2
resource expended,2
expended ensure,2
ensure compliance,2
process properly,2
properly monitored,2
monitored aggregating,2
aggregating data,2
source automating,2
automating extraction,2
extraction improve,2
efficiency allow,2
allow greater,2
greater influence,2
influence source,2
data utilisation,2
utilisation advanced,2
analytics automation,2
automation analysis,2
analysis instant,2
instant accurate,2
accurate allow,2
allow institution,2
institution test,2
test greater,2
number opinion,2
opinion support,2
making advanced,2
analytics support,2
support automated,2
driven trading,2
execution provider,2
efficiency quality,2
execution connectivity,2
connectivity multiple,2
multiple venue,2
venue transaction,2
monitored real,2
time ensure,2
ensure erroneous,2
erroneous trade,2
trade identified,2
identified addressed,2
addressed real,2
time automation,2
automation risk,2
modelling monitoring,2
monitoring user,2
friendly interface,2
interface allows,2
allows front,2
office directly,2
directly engage,2
engage understanding,2
understanding analysing,2
analysing risk,2
time centralised,2
centralised compliance,2
monitoring provider,2
provider specific,2
specific type,2
type regulation,2
regulation aggregate,2
aggregate collection,2
collection changing,2
changing regulation,2
regulation multiple,2
multiple geography,2
geography greater,2
greater efficiency,2
efficiency novus,2
novus aggregate,2
aggregate performance,2
performance position,2
fund regulator,2
regulator participating,2
participating fund,2
fund provide,2
point access,2
access fund,2
manager kensho,2
kensho automates,2
automates modelling,2
modelling investment,2
scenario support,2
decision maker,2
maker real,2
time projection,2
projection performance,2
performance outlook,2
outlook assumption,2
assumption ayasdi,2
ayasdi utilises,2
utilises topological,2
analysis draw,2
draw correlation,2
correlation outliners,2
outliners big,2
inform hypothesis,2
hypothesis trading,2
development redkite,2
redkite monitor,2
monitor erroneous,2
erroneous trading,2
trading pattern,2
pattern real,2
time layering,2
layering help,2
help organisation,2
organisation deal,2
deal noncompliant,2
noncompliant transaction,2
transaction instantaneously,2
instantaneously opengamma,2
opengamma open,2
risk mgmt,2
mgmt analytics,2
analytics allowing,2
allowing front,2
office resource,2
resource control,2
control manipulate,2
manipulate calculation,2
calculation fundapps,2
restriction generation,2
externalisation brings,2
brings efficiency,2
efficiency enables,2
enables institution,2
gain level,2
sophistication unattainable,2
unattainable investment,2
enabled process,2
externalisation automation,2
automation process,2
automated commoditised,2
commoditised free,2
capacity invest,2
invest differentiating,2
differentiating core,2
capability flexibility,2
agility updating,2
technology adapt,2
landscape quicker,2
quicker effortless,2
effortless sophistication,2
sophistication leveraging,2
leveraging scale,2
scale externalised,2
process sophisticated,2
sophisticated single,2
single organisation,2
organisation consistency,2
consistency increased,2
increased standardisation,2
standardisation process,2
technology interface,2
interface bring,2
bring consistency,2
consistency operation,2
operation facilitate,2
facilitate sharing,2
data reduced,2
cost update,2
update maintain,2
maintain process,2
technology reduced,2
reduced shared,2
shared number,2
number institution,2
empowered benefit,2
ecosystem externalisation,2
ecosystem investment,2
technology externalise,2
consolidate commoditise,2
commoditise process,2
capability efficient,2
efficient sophisticated,2
sophisticated manner,2
manner result,2
result core,2
capability attainable,2
attainable lack,2
scale enabling,2
enabling small,2
process barrier,2
entry lowered,2
lowered player,2
player smaller,2
smaller existing,2
player compete,2
incumbent level,2
field provider,2
compliance automation,2
automation empower,2
empower regulator,2
receive consistent,2
consistent input,2
input financial,2
institution regulatory,2
firm centralised,2
regulator scenario,2
externalisation redefined,2
institution level,2
institution centralised,2
agency monitoring,2
compliance today,2
today futuretoday,2
futuretoday future,2
institution external,2
provider quality,2
poor avg,2
avg good,2
great institution,2
future externalised,2
externalised narrative,2
outsource select,2
select process,2
process specialised,2
specialised external,2
external firm,2
firm leverage,2
provide improved,2
improved outcome,2
outcome lower,2
effort spent,2
spent managing,2
managing process,2
process house,2
house deployed,2
deployed higher,2
activity provide,2
differentiation pattern,2
pattern repeat,2
repeat multiple,2
multiple process,2
institution competitive,2
position cease,2
cease defined,2
defined core,2
core operational,2
excellence defined,2
defined higher,2
activity chosen,2
chosen focus,2
study service,2
provide option,2
capability competitive,2
execution disappear,2
disappear high,2
commodity purchase,2
purchase financial,2
required redefine,2
redefine capability,2
capability differentiate,2
execution backseat,2
backseat human,2
factor investment,2
accurately model,2
projection hypothesis,2
hypothesis large,2
large quant,2
quant team,2
team traditionally,2
traditionally key,2
institution kensho,2
kensho threatens,2
threatens advantage,2
advantage offering,2
offering generation,2
generation analytics,2
analytics platform,2
investment industry,2
industry massively,2
massively parallel,2
parallel statistical,2
statistical computing,2
computing scalable,2
scalable analytics,2
analytics architecture,2
architecture user,2
friendly visual,2
visual interface,2
interface leveraging,2
leveraging kensho,2
kensho platform,2
institution rapidly,2
rapidly model,2
model projection,2
projection army,2
army quantitative,2
quantitative analyst,2
analyst focusing,2
focusing human,2
capability hypothesis,2
hypothesis generation,2
generation market,2
insight today,2
great financial,2
great externalised,2
scenario external,2
demonstrate clear,2
clear business,2
outsource core,2
function clear,2
process fewer,2
fewer process,2
failure externalised,2
externalised focused,2
focused specialised,2
specialised provider,2
provider emergence,2
emergence institution,2
institution competing,2
competing excel,2
excel specific,2
process drive,2
drive deeper,2
specialisation increased,2
capacity financial,2
institution innovative,2
innovative reduced,2
reduced focus,2
focus resource,2
intensive core,2
level financial,2
access increasingly,2
increasingly differentiated,2
ecosystem reallocate,2
reallocate resource,2
resource develop,2
develop core,2
capability increased,2
pressure identify,2
identify develop,2
develop differentiating,2
capability emergence,2
emergence class,2
class institution,2
institution specialising,2
specialising externalising,2
externalising specific,2
increase average,2
average level,2
opportunity centralisation,2
centralisation process,2
creates larger,2
larger implication,2
implication process,2
including continuity,2
continuity risk,2
risk banking,2
banking case,2
case failure,2
failure external,2
provider risk,2
potential lack,2
lack clarity,2
clarity surrounding,2
surrounding accountability,2
accountability loss,2
loss deep,2
deep process,2
process knowledge,2
knowledge financial,2
institution unforeseen,2
unforeseen spill,2
spill consequence,2
consequence area,2
area business,2
impact external,2
provider developed,2
developed tool,2
tool financial,2
process cost,2
cost extending,2
extending service,2
institution typically,2
typically low,2
low dependent,2
dependent institution,2
sized financial,2
institution capitalise,2
capitalise economics,2
economics improve,2
efficiency radically,2
radically increase,2
increase sophistication,2
process board,2
board process,2
sophistication cease,2
cease source,2
capability case,2
provide small,2
capability unattainable,2
unattainable lack,2
scale barrier,2
entry market,2
market lowered,2
lowered playing,2
field leveled,2
leveled small,2
organisation increasingly,2
increasingly compete,2
externalisation open,2
gamma open,2
analytics buy,2
side sell,2
side clearing,2
clearing institution,2
institution open,2
gamma platform,2
charge offer,2
offer support,2
support consulting,2
consulting training,2
training service,2
service help,2
help institution,2
institution configure,2
configure modify,2
modify platform,2
platform select,2
select appropriate,2
platform includes,2
includes number,2
number advanced,2
advanced function,2
function small,2
service open,2
gamma small,2
longer set,2
set extensive,2
extensive support,2
support function,2
function middle,2
office attain,2
attain sophisticated,2
compete larger,2
build sophisticated,2
process focused,2
focused external,2
scenario externalisation,2
provide suitable,2
suitable option,2
option small,2
institution clear,2
process potential,2
increase diversification,2
diversification strategy,2
strategy smaller,2
empowered pursue,2
pursue innovative,2
innovative strategy,2
competition lead,2
customer wider,2
wider universe,2
universe option,2
longer restricted,2
restricted scale,2
scale opportunity,2
competition smaller,2
gain stronger,2
position evaluate,2
evaluate business,2
model based,2
based economy,2
scale wider,2
share increased,2
increased monitoring,2
monitoring burden,2
burden regulator,2
number player,2
risk small,2
small mid,2
sized player,2
player externalisation,2
provider acquired,2
acquired internalised,2
internalised large,2
institution systemic,2
systemic benefit,2
scale visibility,2
market erode,2
erode average,2
average size,2
size institution,2
institution decrease,2
decrease risk,2
agency narrative,2
impact number,2
number niche,2
niche service,2
provider emerging,2
emerging externalise,2
process specific,2
specific regulation,2
regulation restricted,2
restricted holding,2
holding kyc,2
kyc firm,2
firm interpret,2
interpret regulatory,2
change translate,2
translate rule,2
rule applied,2
applied financial,2
institution improving,2
improving regulatory,2
compliance speed,2
change regulatory,2
institution closely,2
closely integrated,2
integrated service,2
provider regulator,2
regulator choose,2
choose collaborate,2
collaborate directly,2
directly point,2
point issuing,2
issuing regulation,2
regulation code,2
code policy,2
policy document,2
document case,2
study regulatory,2
provider better,2
better connection,2
connection understanding,2
understanding regulation,2
regulation reducing,2
reducing compliance,2
burden financial,2
compliance service,2
provider centralised,2
regulator solidifying,2
solidifying connection,2
connection regulator,2
regulator provider,2
change ensuring,2
ensuring higher,2
externalisation fundapps,2
restriction regulatory,2
regime daily,2
basis fundapps,2
fundapps partner,2
legal service,2
provider monitor,2
monitor translate,2
translate change,2
change relevant,2
relevant regulation,2
regulation rule,2
rule daily,2
basis regulatory,2
agency partner,2
partner fundapps,2
fundapps future,2
future ensure,2
ensure consistent,2
consistent compliance,2
institution dissemination,2
dissemination regulatory,2
change disclosure,2
disclosure regime,2
regime faster,2
faster reduce,2
reduce compliance,2
burden faced,2
faced industry,2
compliance scenario,2
agency condition,2
scenario buy,2
buy multiple,2
multiple regulator,2
regulator collaborate,2
collaborate external,2
regulatory topic,2
topic dealing,2
dealing emerging,2
security good,2
good starting,2
starting point,2
point solid,2
performance reliability,2
reliability demonstrated,2
demonstrated externalisation,2
externalisation business,2
model full,2
full accountability,2
liability action,2
action remain,2
remain financial,2
externalise regulatory,2
regulatory process,2
process manageable,2
manageable number,2
improve clarity,2
jurisdiction cost,2
cost compliance,2
compliance regulation,2
regulation high,2
high global,2
reduced standardised,2
standardised data,2
data simplifies,2
simplifies supervision,2
supervision regulator,2
increased trust,2
compliance level,2
level increase,2
ability respond,2
respond faster,2
faster easily,2
easily cheaply,2
cheaply regulatory,2
regulatory shift,2
shift freed,2
capacity compliance,2
focus core,2
competency higher,2
higher consistent,2
consistent level,2
compliance formalisation,2
formalisation externalisation,2
provider core,2
core piece,2
piece financial,2
ecosystem higher,2
level clarity,2
regulation opportunity,2
opportunity unclear,2
unclear risk,2
risk regulatory,2
regulatory capture,2
capture influenced,2
influenced externalised,2
externalised compliance,2
compliance model,2
model amplification,2
amplification compliant,2
compliant activity,2
activity unclear,2
unclear liability,2
liability centralised,2
centralised externalisation,2
provider fail,2
fail decreased,2
decreased internal,2
internal compliance,2
compliance expertise,2
expertise financial,2
institution unintended,2
externalisation financial,2
institution loss,2
continuity capability,2
process externalised,2
dependent party,2
party continuity,2
continuity skill,2
loss workforce,2
workforce externalising,2
externalising valuable,2
valuable capability,2
create efficiency,2
efficiency result,2
loss long,2
term employee,2
employee ability,2
develop holistic,2
service operation,2
participate capability,2
sharing institution,2
institution balance,2
balance efficiency,2
control utility,2
utility creation,2
creation development,2
development party,2
party provider,2
prevent loss,2
continuity generation,2
built managed,2
model opposed,2
opposed today,2
today vendor,2
vendor model,2
agency safe,2
scenario organisational,2
agility innovative,2
innovative provider,2
provider continue,2
continue streamline,2
streamline commoditise,2
commoditise high,2
capability creating,2
creating agile,2
agile organisation,2
organisation critical,2
critical adapt,2
landscape realign,2
realign core,2
competency capability,2
capability process,2
focus investment,2
investment create,2
advantage replicated,2
replicated process,2
provider higher,2
higher turnover,2
turnover entrant,2
entrant externalisation,2
process easier,2
easier player,2
player enter,2
infrastructure increasing,2
increasing turnover,2
turnover industry,2
industry imperative,2
imperative direct,2
direct participation,2
participation order,2
order sustain,2
sustain scale,2
driven advantage,2
participate creating,2
creating funding,2
funding acquiring,2
acquiring innovative,2
innovative externalisation,2
provider advantage,2
advantage larger,2
continue benefit,2
externalisation level,2
field limited,2
limited regulatory,2
regulatory interpretation,2
interpretation regulatory,2
compliance centralised,2
centralised automated,2
automated regulatory,2
shift today,2
today interpretation,2
interpretation based,2
approach measurable,2
measurable black,2
black white,2
white approach,2
approach reducing,2
reducing room,2
room regulation,2
regulation flexibly,2
flexibly interpreted,2
interpreted implication,2
externalisation market,2
innovation popularity,2
trading dependent,2
dependent smarter,2
machine allowing,2
allowing broader,2
broader class,2
class trade,2
trade reap,2
sophistication future,2
future smarter,2
machine shift,2
focus machine,2
machine based,2
based trading,2
trading rapidly,2
rapidly respond,2
respond real,2
transition development,2
access vast,2
condition data,2
intelligent incorporating,2
learning breadth,2
breadth accuracy,2
accuracy analysis,2
analysis expand,2
expand result,2
result convergence,2
convergence single,2
regulation automatic,2
automatic data,2
trade reverting,2
reverting part,2
activity manual,2
implication development,2
development smarter,2
machine algorithmic,2
trading varying,2
varying implication,2
structure term,2
term volume,2
liquidity volatility,2
volatility spread,2
spread future,2
trading approached,2
approached lens,2
lens respect,2
respect benefit,2
benefit deliver,2
deliver ecosystem,2
ecosystem weighed,2
weighed type,2
risk create,2
machine popularity,2
algorithmic machine,2
machine trading,2
trading remains,2
remains question,2
question overview,2
overview algorithmic,2
trading high,2
algorithm trading,2
activity proliferated,2
proliferated lockstep,2
lockstep evolution,2
evolution computing,2
power initial,2
initial application,2
application optimal,2
optimal portfolio,2
portfolio determination,2
determination emergence,2
emergence fully,2
automated algorithmic,2
trade early,2
early key,2
key focus,2
trading exploiting,2
exploiting arbitrage,2
opportunity time,2
time venue,2
venue leveraging,2
leveraging low,2
latency access,2
exchange high,2
trading autonomous,2
autonomous market,2
maker providing,2
providing liquidity,2
market high,2
trader replaced,2
replaced market,2
activity traditionally,2
performed broker,2
dealer provided,2
provided liquidity,2
liquidity price,2
price manually,2
manually coordinating,2
coordinating offer,2
offer risk,2
risk buying,2
selling share,2
share return,2
return spread,2
spread trading,2
trading firm,2
firm hedge,2
fund algorithm,2
algorithm achieve,2
achieve faster,2
time analysis,2
analysis large,2
large datasets,2
datasets price,2
execution remain,2
remain active,2
active area,2
area high,2
trading declining,2
declining popularity,2
machine high,2
frequency trade,2
day united,2
state billion,2
security average,2
average profit,2
profit share,2
share hfts,2
hfts est,2
security revenue,2
trader billion,2
est tabb,2
tabb group,2
group data,2
collection data,2
data processing,2
processing analytics,2
analytics order,2
order routing,2
routing trading,2
formation price,2
execution focus,2
trading hfts,2
hfts high,2
trading reached,2
reached peak,2
peak trade,2
trade accounted,2
percent equity,2
equity traded,2
traded volume,2
volume popularity,2
trading decreased,2
decreased lower,2
lower volatility,2
volatility improved,2
liquidity rising,2
rising cost,2
cost trading,2
trading infrastructure,2
infrastructure regulatory,2
scrutiny smarter,2
machine allow,2
allow broader,2
broader type,2
type trade,2
trade high,2
trading reap,2
sophistication smarter,2
machine capability,2
capability shape,2
trading access,2
access extensive,2
extensive real,2
set specialised,2
